pin,slack
Fast_clk_SW1/cnt_RNII2RUT1[24]:FCO,12104
Fast_clk_SW1/cnt_RNII2RUT1[24]:S,12053
Initial_blinking_SW1/cnt_RNIOF7BF[5]:A,
Initial_blinking_SW1/cnt_RNIOF7BF[5]:B,12211
Initial_blinking_SW1/cnt_RNIOF7BF[5]:C,16977
Initial_blinking_SW1/cnt_RNIOF7BF[5]:D,
Initial_blinking_SW1/cnt_RNIOF7BF[5]:FCI,12116
Initial_blinking_SW1/cnt_RNIOF7BF[5]:FCO,12116
Initial_blinking_SW1/cnt_RNIOF7BF[5]:S,12496
Initial_blinking_SW1/cnt_RNI9OAM51[15]:A,
Initial_blinking_SW1/cnt_RNI9OAM51[15]:B,12401
Initial_blinking_SW1/cnt_RNI9OAM51[15]:C,17151
Initial_blinking_SW1/cnt_RNI9OAM51[15]:D,
Initial_blinking_SW1/cnt_RNI9OAM51[15]:FCI,12116
Initial_blinking_SW1/cnt_RNI9OAM51[15]:FCO,12116
Initial_blinking_SW1/cnt_RNI9OAM51[15]:S,12306
Display_out/red_led2:ADn,
Display_out/red_led2:ALn,16174
Display_out/red_led2:CLK,
Display_out/red_led2:D,17381
Display_out/red_led2:EN,
Display_out/red_led2:LAT,
Display_out/red_led2:Q,
Display_out/red_led2:SD,
Display_out/red_led2:SLn,
Initial_blinking_SW1/cnt_RNI4NG0S1[25]_FCINST1:CO,12159
Initial_blinking_SW1/cnt_RNI4NG0S1[25]_FCINST1:FCI,12159
Fast_clk_SW2/cnt[14]:ADn,
Fast_clk_SW2/cnt[14]:ALn,16174
Fast_clk_SW2/cnt[14]:CLK,12383
Fast_clk_SW2/cnt[14]:D,12235
Fast_clk_SW2/cnt[14]:EN,
Fast_clk_SW2/cnt[14]:LAT,
Fast_clk_SW2/cnt[14]:Q,12383
Fast_clk_SW2/cnt[14]:SD,
Fast_clk_SW2/cnt[14]:SLn,
Fast_clk_SW2/cnt_RNIBIIQL2[25]_FCINST1:CO,12079
Fast_clk_SW2/cnt_RNIBIIQL2[25]_FCINST1:FCI,12079
Fast_clk_SW1/cnt[13]:ADn,
Fast_clk_SW1/cnt[13]:ALn,16174
Fast_clk_SW1/cnt[13]:CLK,12410
Fast_clk_SW1/cnt[13]:D,12262
Fast_clk_SW1/cnt[13]:EN,
Fast_clk_SW1/cnt[13]:LAT,
Fast_clk_SW1/cnt[13]:Q,12410
Fast_clk_SW1/cnt[13]:SD,
Fast_clk_SW1/cnt[13]:SLn,
Initial_blinking_SW2/tmp_clk_RNO_2:A,15226
Initial_blinking_SW2/tmp_clk_RNO_2:B,15170
Initial_blinking_SW2/tmp_clk_RNO_2:C,15082
Initial_blinking_SW2/tmp_clk_RNO_2:D,14972
Initial_blinking_SW2/tmp_clk_RNO_2:Y,14972
Fast_clk_SW2/cnt[0]:ADn,
Fast_clk_SW2/cnt[0]:ALn,16174
Fast_clk_SW2/cnt[0]:CLK,16882
Fast_clk_SW2/cnt[0]:D,12464
Fast_clk_SW2/cnt[0]:EN,
Fast_clk_SW2/cnt[0]:LAT,
Fast_clk_SW2/cnt[0]:Q,16882
Fast_clk_SW2/cnt[0]:SD,
Fast_clk_SW2/cnt[0]:SLn,
Initial_blinking_SW2/cnt_RNI9M9BU[8]:A,
Initial_blinking_SW2/cnt_RNI9M9BU[8]:B,11040
Initial_blinking_SW2/cnt_RNI9M9BU[8]:C,17007
Initial_blinking_SW2/cnt_RNI9M9BU[8]:D,
Initial_blinking_SW2/cnt_RNI9M9BU[8]:FCI,10904
Initial_blinking_SW2/cnt_RNI9M9BU[8]:FCO,10904
Initial_blinking_SW2/cnt_RNI9M9BU[8]:S,11227
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:A,
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:B,12554
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:C,17256
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:D,
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:FCI,12116
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:FCO,12159
Initial_blinking_SW1/cnt_RNI4NG0S1[25]:S,12116
clk_ibuf_RNIVTI2/U0_RGB1:An,
clk_ibuf_RNIVTI2/U0_RGB1:ENn,
clk_ibuf_RNIVTI2/U0_RGB1:YL,
red_led2_obuf/U0/U_IOENFF:A,
red_led2_obuf/U0/U_IOENFF:Y,
Initial_blinking_SW2/cnt_RNIIH0I1[12]:A,12351
Initial_blinking_SW2/cnt_RNIIH0I1[12]:B,11009
Initial_blinking_SW2/cnt_RNIIH0I1[12]:C,10904
Initial_blinking_SW2/cnt_RNIIH0I1[12]:Y,10904
Fast_clk_SW1/un7_cntlto31_0_a3:A,16238
Fast_clk_SW1/un7_cntlto31_0_a3:B,11512
Fast_clk_SW1/un7_cntlto31_0_a3:C,16102
Fast_clk_SW1/un7_cntlto31_0_a3:D,15974
Fast_clk_SW1/un7_cntlto31_0_a3:Y,11512
Initial_blinking_SW1/un14_cntlto31_0_o2_0:A,12263
Initial_blinking_SW1/un14_cntlto31_0_o2_0:B,12213
Initial_blinking_SW1/un14_cntlto31_0_o2_0:C,12116
Initial_blinking_SW1/un14_cntlto31_0_o2_0:Y,12116
Fast_clk_SW2/cnt[8]:ADn,
Fast_clk_SW2/cnt[8]:ALn,16174
Fast_clk_SW2/cnt[8]:CLK,11622
Fast_clk_SW2/cnt[8]:D,12349
Fast_clk_SW2/cnt[8]:EN,
Fast_clk_SW2/cnt[8]:LAT,
Fast_clk_SW2/cnt[8]:Q,11622
Fast_clk_SW2/cnt[8]:SD,
Fast_clk_SW2/cnt[8]:SLn,
Fast_clk_SW2/cnt_RNI2QB2Q[7]:A,
Fast_clk_SW2/cnt_RNI2QB2Q[7]:B,12159
Fast_clk_SW2/cnt_RNI2QB2Q[7]:C,17007
Fast_clk_SW2/cnt_RNI2QB2Q[7]:D,
Fast_clk_SW2/cnt_RNI2QB2Q[7]:FCI,12026
Fast_clk_SW2/cnt_RNI2QB2Q[7]:FCO,12026
Fast_clk_SW2/cnt_RNI2QB2Q[7]:S,12368
Fast_clk_SW1/cnt_RNI07SO61[14]:A,
Fast_clk_SW1/cnt_RNI07SO61[14]:B,12319
Fast_clk_SW1/cnt_RNI07SO61[14]:C,17151
Fast_clk_SW1/cnt_RNI07SO61[14]:D,
Fast_clk_SW1/cnt_RNI07SO61[14]:FCI,12053
Fast_clk_SW1/cnt_RNI07SO61[14]:FCO,12053
Fast_clk_SW1/cnt_RNI07SO61[14]:S,12243
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:A,12026
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:B,15654
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:C,13186
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:D,12873
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:FCI,
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:FCO,13309
Fast_clk_SW2/un14_cntlto31_0_o3_RNIE29S2:Y,12026
Initial_blinking_SW2/cnt_RNIMMBTF2[26]_FCINST1:CO,10904
Initial_blinking_SW2/cnt_RNIMMBTF2[26]_FCINST1:FCI,10904
Initial_blinking_SW2/cnt_RNI9EVA2[20]:A,14615
Initial_blinking_SW2/cnt_RNI9EVA2[20]:B,14524
Initial_blinking_SW2/cnt_RNI9EVA2[20]:C,10904
Initial_blinking_SW2/cnt_RNI9EVA2[20]:D,13220
Initial_blinking_SW2/cnt_RNI9EVA2[20]:Y,10904
Fast_clk_SW1/cnt[22]:ADn,
Fast_clk_SW1/cnt[22]:ALn,16174
Fast_clk_SW1/cnt[22]:CLK,14575
Fast_clk_SW1/cnt[22]:D,12091
Fast_clk_SW1/cnt[22]:EN,
Fast_clk_SW1/cnt[22]:LAT,
Fast_clk_SW1/cnt[22]:Q,14575
Fast_clk_SW1/cnt[22]:SD,
Fast_clk_SW1/cnt[22]:SLn,
Fast_clk_SW1/un7_cntlto31_0_0:A,17547
Fast_clk_SW1/un7_cntlto31_0_0:B,17491
Fast_clk_SW1/un7_cntlto31_0_0:C,15044
Fast_clk_SW1/un7_cntlto31_0_0:D,11512
Fast_clk_SW1/un7_cntlto31_0_0:Y,11512
Initial_blinking_SW1/un14_cntlto31_0_o2_3:A,13443
Initial_blinking_SW1/un14_cntlto31_0_o2_3:B,13393
Initial_blinking_SW1/un14_cntlto31_0_o2_3:C,13296
Initial_blinking_SW1/un14_cntlto31_0_o2_3:D,13178
Initial_blinking_SW1/un14_cntlto31_0_o2_3:Y,13178
Fast_clk_SW1/cnt[15]:ADn,
Fast_clk_SW1/cnt[15]:ALn,16174
Fast_clk_SW1/cnt[15]:CLK,14728
Fast_clk_SW1/cnt[15]:D,12224
Fast_clk_SW1/cnt[15]:EN,
Fast_clk_SW1/cnt[15]:LAT,
Fast_clk_SW1/cnt[15]:Q,14728
Fast_clk_SW1/cnt[15]:SD,
Fast_clk_SW1/cnt[15]:SLn,
Display_out/red_led2_3:A,
Display_out/red_led2_3:B,
Display_out/red_led2_3:C,17476
Display_out/red_led2_3:D,17381
Display_out/red_led2_3:Y,17381
Initial_blinking_SW2/cnt_RNI49QS61[11]:A,
Initial_blinking_SW2/cnt_RNI49QS61[11]:B,11091
Initial_blinking_SW2/cnt_RNI49QS61[11]:C,17064
Initial_blinking_SW2/cnt_RNI49QS61[11]:D,
Initial_blinking_SW2/cnt_RNI49QS61[11]:FCI,10904
Initial_blinking_SW2/cnt_RNI49QS61[11]:FCO,10904
Initial_blinking_SW2/cnt_RNI49QS61[11]:S,11176
Initial_blinking_SW1/cnt[1]:ADn,
Initial_blinking_SW1/cnt[1]:ALn,16174
Initial_blinking_SW1/cnt[1]:CLK,16901
Initial_blinking_SW1/cnt[1]:D,12554
Initial_blinking_SW1/cnt[1]:EN,
Initial_blinking_SW1/cnt[1]:LAT,
Initial_blinking_SW1/cnt[1]:Q,16901
Initial_blinking_SW1/cnt[1]:SD,
Initial_blinking_SW1/cnt[1]:SLn,
Initial_blinking_SW2/cnt[9]:ADn,
Initial_blinking_SW2/cnt[9]:ALn,16174
Initial_blinking_SW2/cnt[9]:CLK,11014
Initial_blinking_SW2/cnt[9]:D,11210
Initial_blinking_SW2/cnt[9]:EN,
Initial_blinking_SW2/cnt[9]:LAT,
Initial_blinking_SW2/cnt[9]:Q,11014
Initial_blinking_SW2/cnt[9]:SD,
Initial_blinking_SW2/cnt[9]:SLn,
Initial_blinking_SW1/cnt_RNI2JU9O[9]:A,
Initial_blinking_SW1/cnt_RNI2JU9O[9]:B,12287
Initial_blinking_SW1/cnt_RNI2JU9O[9]:C,17045
Initial_blinking_SW1/cnt_RNI2JU9O[9]:D,
Initial_blinking_SW1/cnt_RNI2JU9O[9]:FCI,12116
Initial_blinking_SW1/cnt_RNI2JU9O[9]:FCO,12116
Initial_blinking_SW1/cnt_RNI2JU9O[9]:S,12420
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:A,
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:B,11312
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:C,17264
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:D,
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:FCI,10904
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:FCO,10904
Initial_blinking_SW2/cnt_RNIT9AEA2[24]:S,10953
Fast_clk_SW1/cnt[7]:ADn,
Fast_clk_SW1/cnt[7]:ALn,16174
Fast_clk_SW1/cnt[7]:CLK,11622
Fast_clk_SW1/cnt[7]:D,12376
Fast_clk_SW1/cnt[7]:EN,
Fast_clk_SW1/cnt[7]:LAT,
Fast_clk_SW1/cnt[7]:Q,11622
Fast_clk_SW1/cnt[7]:SD,
Fast_clk_SW1/cnt[7]:SLn,
Fast_clk_SW1/un14_cntlto31_0_o3:A,14575
Fast_clk_SW1/un14_cntlto31_0_o3:B,13213
Fast_clk_SW1/un14_cntlto31_0_o3:C,14429
Fast_clk_SW1/un14_cntlto31_0_o3:D,14299
Fast_clk_SW1/un14_cntlto31_0_o3:Y,13213
flash_freeze_inst/INST_FLASH_FREEZE_IP:FF_TO_START,
Fast_clk_SW1/un14_cntlto31_0_o3_0:A,13569
Fast_clk_SW1/un14_cntlto31_0_o3_0:B,13519
Fast_clk_SW1/un14_cntlto31_0_o3_0:C,12263
Fast_clk_SW1/un14_cntlto31_0_o3_0:D,12053
Fast_clk_SW1/un14_cntlto31_0_o3_0:Y,12053
Initial_blinking_SW2/tmp_clk_RNO_3:A,14243
Initial_blinking_SW2/tmp_clk_RNO_3:B,12893
Initial_blinking_SW2/tmp_clk_RNO_3:C,12788
Initial_blinking_SW2/tmp_clk_RNO_3:Y,12788
Initial_blinking_SW2/cnt_RNIAH0SB[2]:A,
Initial_blinking_SW2/cnt_RNIAH0SB[2]:B,10938
Initial_blinking_SW2/cnt_RNIAH0SB[2]:C,16901
Initial_blinking_SW2/cnt_RNIAH0SB[2]:D,
Initial_blinking_SW2/cnt_RNIAH0SB[2]:FCI,10904
Initial_blinking_SW2/cnt_RNIAH0SB[2]:FCO,10904
Initial_blinking_SW2/cnt_RNIAH0SB[2]:S,11322
Initial_blinking_SW1/cnt[21]:ADn,
Initial_blinking_SW1/cnt[21]:ALn,16174
Initial_blinking_SW1/cnt[21]:CLK,13393
Initial_blinking_SW1/cnt[21]:D,12192
Initial_blinking_SW1/cnt[21]:EN,
Initial_blinking_SW1/cnt[21]:LAT,
Initial_blinking_SW1/cnt[21]:Q,13393
Initial_blinking_SW1/cnt[21]:SD,
Initial_blinking_SW1/cnt[21]:SLn,
Fast_clk_SW2/cnt_RNI06AFE[3]:A,
Fast_clk_SW2/cnt_RNI06AFE[3]:B,12083
Fast_clk_SW2/cnt_RNI06AFE[3]:C,16939
Fast_clk_SW2/cnt_RNI06AFE[3]:D,
Fast_clk_SW2/cnt_RNI06AFE[3]:FCI,12026
Fast_clk_SW2/cnt_RNI06AFE[3]:FCO,12026
Fast_clk_SW2/cnt_RNI06AFE[3]:S,12444
Initial_blinking_SW2/tmp_clk_RNO:A,17555
Initial_blinking_SW2/tmp_clk_RNO:B,12788
Initial_blinking_SW2/tmp_clk_RNO:C,17419
Initial_blinking_SW2/tmp_clk_RNO:D,17291
Initial_blinking_SW2/tmp_clk_RNO:Y,12788
Fast_clk_SW1/cnt[10]:ADn,
Fast_clk_SW1/cnt[10]:ALn,16174
Fast_clk_SW1/cnt[10]:CLK,13519
Fast_clk_SW1/cnt[10]:D,12319
Fast_clk_SW1/cnt[10]:EN,
Fast_clk_SW1/cnt[10]:LAT,
Fast_clk_SW1/cnt[10]:Q,13519
Fast_clk_SW1/cnt[10]:SD,
Fast_clk_SW1/cnt[10]:SLn,
Fast_clk_SW1/un14_cntlto31_0_a2:A,14271
Fast_clk_SW1/un14_cntlto31_0_a2:B,12900
Fast_clk_SW1/un14_cntlto31_0_a2:C,14132
Fast_clk_SW1/un14_cntlto31_0_a2:Y,12900
Initial_blinking_SW2/cnt_RNIAQCC[13]:A,11245
Initial_blinking_SW2/cnt_RNIAQCC[13]:B,11154
Initial_blinking_SW2/cnt_RNIAQCC[13]:C,11101
Initial_blinking_SW2/cnt_RNIAQCC[13]:D,11009
Initial_blinking_SW2/cnt_RNIAQCC[13]:Y,11009
Initial_blinking_SW1/cnt_RNIP97AL1[22]:A,
Initial_blinking_SW1/cnt_RNIP97AL1[22]:B,12533
Initial_blinking_SW1/cnt_RNIP97AL1[22]:C,17272
Initial_blinking_SW1/cnt_RNIP97AL1[22]:D,
Initial_blinking_SW1/cnt_RNIP97AL1[22]:FCI,12116
Initial_blinking_SW1/cnt_RNIP97AL1[22]:FCO,12116
Initial_blinking_SW1/cnt_RNIP97AL1[22]:S,12173
Fast_clk_SW1/cnt[8]:ADn,
Fast_clk_SW1/cnt[8]:ALn,16174
Fast_clk_SW1/cnt[8]:CLK,11710
Fast_clk_SW1/cnt[8]:D,12357
Fast_clk_SW1/cnt[8]:EN,
Fast_clk_SW1/cnt[8]:LAT,
Fast_clk_SW1/cnt[8]:Q,11710
Fast_clk_SW1/cnt[8]:SD,
Fast_clk_SW1/cnt[8]:SLn,
Initial_blinking_SW1/cnt[18]:ADn,
Initial_blinking_SW1/cnt[18]:ALn,16174
Initial_blinking_SW1/cnt[18]:CLK,14410
Initial_blinking_SW1/cnt[18]:D,12249
Initial_blinking_SW1/cnt[18]:EN,
Initial_blinking_SW1/cnt[18]:LAT,
Initial_blinking_SW1/cnt[18]:Q,14410
Initial_blinking_SW1/cnt[18]:SD,
Initial_blinking_SW1/cnt[18]:SLn,
SW2_ibuf/U0/U_IOINFF:A,
SW2_ibuf/U0/U_IOINFF:Y,
Fast_clk_SW2/cnt[16]:ADn,
Fast_clk_SW2/cnt[16]:ALn,16174
Fast_clk_SW2/cnt[16]:CLK,14701
Fast_clk_SW2/cnt[16]:D,12197
Fast_clk_SW2/cnt[16]:EN,
Fast_clk_SW2/cnt[16]:LAT,
Fast_clk_SW2/cnt[16]:Q,14701
Fast_clk_SW2/cnt[16]:SD,
Fast_clk_SW2/cnt[16]:SLn,
Fast_clk_SW2/un14_cntlto31_0_a2_1_3:A,11766
Fast_clk_SW2/un14_cntlto31_0_a2_1_3:B,11710
Fast_clk_SW2/un14_cntlto31_0_a2_1_3:C,11622
Fast_clk_SW2/un14_cntlto31_0_a2_1_3:D,11512
Fast_clk_SW2/un14_cntlto31_0_a2_1_3:Y,11512
Fast_clk_SW2/cnt_RNI8FM2F2[23]:A,
Fast_clk_SW2/cnt_RNI8FM2F2[23]:B,12463
Fast_clk_SW2/cnt_RNI8FM2F2[23]:C,17256
Fast_clk_SW2/cnt_RNI8FM2F2[23]:D,
Fast_clk_SW2/cnt_RNI8FM2F2[23]:FCI,12026
Fast_clk_SW2/cnt_RNI8FM2F2[23]:FCO,12026
Fast_clk_SW2/cnt_RNI8FM2F2[23]:S,12064
Fast_clk_SW2/cnt_RNI5LP731[10]:A,
Fast_clk_SW2/cnt_RNI5LP731[10]:B,12216
Fast_clk_SW2/cnt_RNI5LP731[10]:C,17064
Fast_clk_SW2/cnt_RNI5LP731[10]:D,
Fast_clk_SW2/cnt_RNI5LP731[10]:FCI,12026
Fast_clk_SW2/cnt_RNI5LP731[10]:FCO,12026
Fast_clk_SW2/cnt_RNI5LP731[10]:S,12311
Initial_blinking_SW2/cnt_RNINARD11[9]:A,
Initial_blinking_SW2/cnt_RNINARD11[9]:B,11057
Initial_blinking_SW2/cnt_RNINARD11[9]:C,17026
Initial_blinking_SW2/cnt_RNINARD11[9]:D,
Initial_blinking_SW2/cnt_RNINARD11[9]:FCI,10904
Initial_blinking_SW2/cnt_RNINARD11[9]:FCO,10904
Initial_blinking_SW2/cnt_RNINARD11[9]:S,11210
Initial_blinking_SW1/cnt_RNIGPH3D[4]:A,
Initial_blinking_SW1/cnt_RNIGPH3D[4]:B,12192
Initial_blinking_SW1/cnt_RNIGPH3D[4]:C,16958
Initial_blinking_SW1/cnt_RNIGPH3D[4]:D,
Initial_blinking_SW1/cnt_RNIGPH3D[4]:FCI,12116
Initial_blinking_SW1/cnt_RNIGPH3D[4]:FCO,12116
Initial_blinking_SW1/cnt_RNIGPH3D[4]:S,12515
Fast_clk_SW2/cnt[3]:ADn,
Fast_clk_SW2/cnt[3]:ALn,16174
Fast_clk_SW2/cnt[3]:CLK,16939
Fast_clk_SW2/cnt[3]:D,12444
Fast_clk_SW2/cnt[3]:EN,
Fast_clk_SW2/cnt[3]:LAT,
Fast_clk_SW2/cnt[3]:Q,16939
Fast_clk_SW2/cnt[3]:SD,
Fast_clk_SW2/cnt[3]:SLn,
Initial_blinking_SW2/cnt[4]:ADn,
Initial_blinking_SW2/cnt[4]:ALn,16174
Initial_blinking_SW2/cnt[4]:CLK,16939
Initial_blinking_SW2/cnt[4]:D,11295
Initial_blinking_SW2/cnt[4]:EN,
Initial_blinking_SW2/cnt[4]:LAT,
Initial_blinking_SW2/cnt[4]:Q,16939
Initial_blinking_SW2/cnt[4]:SD,
Initial_blinking_SW2/cnt[4]:SLn,
Initial_blinking_SW1/un14_cntlto31_0_a2:A,14549
Initial_blinking_SW1/un14_cntlto31_0_a2:B,13178
Initial_blinking_SW1/un14_cntlto31_0_a2:C,14410
Initial_blinking_SW1/un14_cntlto31_0_a2:Y,13178
Initial_blinking_SW2/cnt[6]:ADn,
Initial_blinking_SW2/cnt[6]:ALn,16174
Initial_blinking_SW2/cnt[6]:CLK,16977
Initial_blinking_SW2/cnt[6]:D,11261
Initial_blinking_SW2/cnt[6]:EN,
Initial_blinking_SW2/cnt[6]:LAT,
Initial_blinking_SW2/cnt[6]:Q,16977
Initial_blinking_SW2/cnt[6]:SD,
Initial_blinking_SW2/cnt[6]:SLn,
Fast_clk_SW2/cnt_RNIVADNG1[14]:A,
Fast_clk_SW2/cnt_RNIVADNG1[14]:B,12292
Fast_clk_SW2/cnt_RNIVADNG1[14]:C,17140
Fast_clk_SW2/cnt_RNIVADNG1[14]:D,
Fast_clk_SW2/cnt_RNIVADNG1[14]:FCI,12026
Fast_clk_SW2/cnt_RNIVADNG1[14]:FCO,12026
Fast_clk_SW2/cnt_RNIVADNG1[14]:S,12235
Initial_blinking_SW2/cnt[0]:ADn,
Initial_blinking_SW2/cnt[0]:ALn,16174
Initial_blinking_SW2/cnt[0]:CLK,16863
Initial_blinking_SW2/cnt[0]:D,11322
Initial_blinking_SW2/cnt[0]:EN,
Initial_blinking_SW2/cnt[0]:LAT,
Initial_blinking_SW2/cnt[0]:Q,16863
Initial_blinking_SW2/cnt[0]:SD,
Initial_blinking_SW2/cnt[0]:SLn,
Fast_clk_SW2/cnt[21]:ADn,
Fast_clk_SW2/cnt[21]:ALn,16174
Fast_clk_SW2/cnt[21]:CLK,13088
Fast_clk_SW2/cnt[21]:D,12102
Fast_clk_SW2/cnt[21]:EN,
Fast_clk_SW2/cnt[21]:LAT,
Fast_clk_SW2/cnt[21]:Q,13088
Fast_clk_SW2/cnt[21]:SD,
Fast_clk_SW2/cnt[21]:SLn,
Initial_blinking_SW2/cnt[18]:ADn,
Initial_blinking_SW2/cnt[18]:ALn,16174
Initial_blinking_SW2/cnt[18]:CLK,13158
Initial_blinking_SW2/cnt[18]:D,11057
Initial_blinking_SW2/cnt[18]:EN,
Initial_blinking_SW2/cnt[18]:LAT,
Initial_blinking_SW2/cnt[18]:Q,13158
Initial_blinking_SW2/cnt[18]:SD,
Initial_blinking_SW2/cnt[18]:SLn,
Fast_clk_SW1/cnt_RNIBP7DB1[16]:A,
Fast_clk_SW1/cnt_RNIBP7DB1[16]:B,12357
Fast_clk_SW1/cnt_RNIBP7DB1[16]:C,17189
Fast_clk_SW1/cnt_RNIBP7DB1[16]:D,
Fast_clk_SW1/cnt_RNIBP7DB1[16]:FCI,12053
Fast_clk_SW1/cnt_RNIBP7DB1[16]:FCO,12053
Fast_clk_SW1/cnt_RNIBP7DB1[16]:S,12205
Initial_blinking_SW1/un7_cntlto31_0_a2:A,15096
Initial_blinking_SW1/un7_cntlto31_0_a2:B,15040
Initial_blinking_SW1/un7_cntlto31_0_a2:C,11541
Initial_blinking_SW1/un7_cntlto31_0_a2:D,14824
Initial_blinking_SW1/un7_cntlto31_0_a2:Y,11541
Fast_clk_SW2/un14_cntlto31_0_o2_3:A,13138
Fast_clk_SW2/un14_cntlto31_0_o2_3:B,13088
Fast_clk_SW2/un14_cntlto31_0_o2_3:C,12991
Fast_clk_SW2/un14_cntlto31_0_o2_3:D,12873
Fast_clk_SW2/un14_cntlto31_0_o2_3:Y,12873
Fast_clk_SW1/cnt[3]:ADn,
Fast_clk_SW1/cnt[3]:ALn,16174
Fast_clk_SW1/cnt[3]:CLK,16958
Fast_clk_SW1/cnt[3]:D,12452
Fast_clk_SW1/cnt[3]:EN,
Fast_clk_SW1/cnt[3]:LAT,
Fast_clk_SW1/cnt[3]:Q,16958
Fast_clk_SW1/cnt[3]:SD,
Fast_clk_SW1/cnt[3]:SLn,
Initial_blinking_SW1/cnt[9]:ADn,
Initial_blinking_SW1/cnt[9]:ALn,16174
Initial_blinking_SW1/cnt[9]:CLK,11739
Initial_blinking_SW1/cnt[9]:D,12420
Initial_blinking_SW1/cnt[9]:EN,
Initial_blinking_SW1/cnt[9]:LAT,
Initial_blinking_SW1/cnt[9]:Q,11739
Initial_blinking_SW1/cnt[9]:SD,
Initial_blinking_SW1/cnt[9]:SLn,
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:A,12053
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:B,15679
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:C,13213
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:D,12900
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:FCI,
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:FCO,13328
Fast_clk_SW1/un14_cntlto31_0_o3_RNI33E32:Y,12053
Fast_clk_SW2/tmp_clk:ADn,
Fast_clk_SW2/tmp_clk:ALn,16174
Fast_clk_SW2/tmp_clk:CLK,17381
Fast_clk_SW2/tmp_clk:D,11512
Fast_clk_SW2/tmp_clk:EN,
Fast_clk_SW2/tmp_clk:LAT,
Fast_clk_SW2/tmp_clk:Q,17381
Fast_clk_SW2/tmp_clk:SD,
Fast_clk_SW2/tmp_clk:SLn,
Fast_clk_SW2/cnt[2]:ADn,
Fast_clk_SW2/cnt[2]:ALn,16174
Fast_clk_SW2/cnt[2]:CLK,16920
Fast_clk_SW2/cnt[2]:D,12463
Fast_clk_SW2/cnt[2]:EN,
Fast_clk_SW2/cnt[2]:LAT,
Fast_clk_SW2/cnt[2]:Q,16920
Fast_clk_SW2/cnt[2]:SD,
Fast_clk_SW2/cnt[2]:SLn,
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:A,
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:B,11322
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:C,17264
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:D,
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:FCI,10904
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:FCO,10904
Initial_blinking_SW2/cnt_RNIMMBTF2[26]:S,10915
Initial_blinking_SW1/cnt[11]:ADn,
Initial_blinking_SW1/cnt[11]:ALn,16174
Initial_blinking_SW1/cnt[11]:CLK,13542
Initial_blinking_SW1/cnt[11]:D,12382
Initial_blinking_SW1/cnt[11]:EN,
Initial_blinking_SW1/cnt[11]:LAT,
Initial_blinking_SW1/cnt[11]:Q,13542
Initial_blinking_SW1/cnt[11]:SD,
Initial_blinking_SW1/cnt[11]:SLn,
Fast_clk_SW1/cnt_RNI6RV5R[9]:A,
Fast_clk_SW1/cnt_RNI6RV5R[9]:B,12224
Fast_clk_SW1/cnt_RNI6RV5R[9]:C,17064
Fast_clk_SW1/cnt_RNI6RV5R[9]:D,
Fast_clk_SW1/cnt_RNI6RV5R[9]:FCI,12053
Fast_clk_SW1/cnt_RNI6RV5R[9]:FCO,12053
Fast_clk_SW1/cnt_RNI6RV5R[9]:S,12338
red_led1_obuf/U0/U_IOENFF:A,
red_led1_obuf/U0/U_IOENFF:Y,
Initial_blinking_SW2/cnt[27]:ADn,
Initial_blinking_SW2/cnt[27]:ALn,16174
Initial_blinking_SW2/cnt[27]:CLK,15697
Initial_blinking_SW2/cnt[27]:D,10904
Initial_blinking_SW2/cnt[27]:EN,
Initial_blinking_SW2/cnt[27]:LAT,
Initial_blinking_SW2/cnt[27]:Q,15697
Initial_blinking_SW2/cnt[27]:SD,
Initial_blinking_SW2/cnt[27]:SLn,
Initial_blinking_SW2/cnt[11]:ADn,
